area,year,consumption
Algeria,1970,3.157
Algeria,1971,3.418
Algeria,1972,3.847
Algeria,1973,4.603
Algeria,1974,5.101
Algeria,1975,6.14
Algeria,1976,7.161
Algeria,1977,7.879
Algeria,1978,10.001
Algeria,1979,13.181
Algeria,1980,15.817
Algeria,1981,19.441
Algeria,1982,22.303
Algeria,1983,24.319
Algeria,1984,23.134
Algeria,1985,23.249
Algeria,1986,24.804
Algeria,1987,25.374
Algeria,1988,27.365
Algeria,1989,26.6
Algeria,1990,28.056
Algeria,1991,27.864
Algeria,1992,28.364
Algeria,1993,26.455
Algeria,1994,26.897
Algeria,1995,27.959
Algeria,1996,27.996
Algeria,1997,26.48
Algeria,1998,27.536
Algeria,1999,27.865
Algeria,2000,26.82
Algeria,2001,27.749
Algeria,2002,28.564
Algeria,2003,30.04
Algeria,2004,31.068
Algeria,2005,32.6163465408
Algeria,2006,33.514137453
Algeria,2007,35.3921598632
Algeria,2008,37.482263842
Algeria,2009,39.6470860705
Algeria,2010,38.5567455854
Algeria,2011,40.7174900801
Algeria,2012,44.6284168122
Egypt,1965,7.7751
Egypt,1966,8.1864
Egypt,1967,6.9774
Egypt,1968,7.5104
Egypt,1969,6.1209
Egypt,1970,7.6495
Egypt,1971,7.8335
Egypt,1972,8.7059
Egypt,1973,8.2453
Egypt,1974,9.347
Egypt,1975,10.372
Egypt,1976,12.436
Egypt,1977,13.446
Egypt,1978,14.311
Egypt,1979,15.708
Egypt,1980,17.958
Egypt,1981,20.451
Egypt,1982,22.827
Egypt,1983,24.793
Egypt,1984,27.054
Egypt,1985,28.02
Egypt,1986,28.92
Egypt,1987,30.19
Egypt,1988,31.211
Egypt,1989,33.034
Egypt,1990,34.151
Egypt,1991,34.609
Egypt,1992,34.714
Egypt,1993,35.199
Egypt,1994,36.048
Egypt,1995,38.257
Egypt,1996,40.226
Egypt,1997,41.856
Egypt,1998,43.767
Egypt,1999,46.9162568953
Egypt,2000,49.6577128867
Egypt,2001,52.527711273
Egypt,2002,53.4820834502
Egypt,2003,56.8765896728
Egypt,2004,59.5548273974
Egypt,2005,62.4586447029
Egypt,2006,65.7655015613
Egypt,2007,69.9061888944
Egypt,2008,74.0637960357
Egypt,2009,76.935413133
Egypt,2010,81.1981784858
Egypt,2011,82.7014261868
Egypt,2012,87.0927170556
South Africa,1965,30.263
South Africa,1966,30.438
South Africa,1967,31.671
South Africa,1968,33.42
South Africa,1969,34.396
South Africa,1970,35.934
South Africa,1971,38.6588118256
South Africa,1972,39.8839775572
South Africa,1973,42.7243504532
South Africa,1974,44.1356046612
South Africa,1975,47.0175481226
South Africa,1976,49.0697760035
South Africa,1977,50.2962524817
South Africa,1978,49.7799982736
South Africa,1979,51.4431074666
South Africa,1980,55.1479063112
South Africa,1981,64.2058061479
South Africa,1982,69.0855922464
South Africa,1983,70.0106357565
South Africa,1984,76.488481825
South Africa,1985,78.1261425008
South Africa,1986,79.5685208475
South Africa,1987,80.8101154579
South Africa,1988,88.9411972742
South Africa,1989,84.9251268679
South Africa,1990,86.387078747
South Africa,1991,85.7090731246
South Africa,1992,82.5174979829
South Africa,1993,84.7571008591
South Africa,1994,90.1600850366
South Africa,1995,95.0178122269
South Africa,1996,100.0267765313
South Africa,1997,103.2832391151
South Africa,1998,103.1357407168
South Africa,1999,101.825673465
South Africa,2000,101.2649481661
South Africa,2001,100.2959127024
South Africa,2002,103.6956720936
South Africa,2003,109.4319770198
South Africa,2004,115.4907632756
South Africa,2005,114.9771842145
South Africa,2006,116.8117411513
South Africa,2007,122.909641079
South Africa,2008,128.4925769028
South Africa,2009,124.0258614255
South Africa,2010,123.0798304945
South Africa,2011,122.1953130024
South Africa,2012,123.801757503
Other Africa,1965,19.0203495334
Other Africa,1966,20.761943357
Other Africa,1967,22.042501441
Other Africa,1968,23.4954406171
Other Africa,1969,25.2771948179
Other Africa,1970,27.1113595112
Other Africa,1971,29.9227262258
Other Africa,1972,32.8669939492
Other Africa,1973,35.8574225801
Other Africa,1974,37.4775629241
Other Africa,1975,38.4542809954
Other Africa,1976,42.8099285394
Other Africa,1977,45.5313366336
Other Africa,1978,47.2379973874
Other Africa,1979,52.3221905296
Other Africa,1980,55.9238284003
Other Africa,1981,57.1341973397
Other Africa,1982,58.7065862253
Other Africa,1983,58.1817622117
Other Africa,1984,56.8061161264
Other Africa,1985,60.2235082949
Other Africa,1986,61.7351627077
Other Africa,1987,62.917006368
Other Africa,1988,67.5374802278
Other Africa,1989,71.3194460525
Other Africa,1990,73.5078904497
Other Africa,1991,73.49020019
Other Africa,1992,76.2910240181
Other Africa,1993,78.588877305
Other Africa,1994,81.1232727615
Other Africa,1995,83.4714506518
Other Africa,1996,85.8696347277
Other Africa,1997,88.4660040306
Other Africa,1998,91.303861973
Other Africa,1999,93.1467953827
Other Africa,2000,96.2623602409
Other Africa,2001,101.7685321721
Other Africa,2002,106.1993613401
Other Africa,2003,107.7776044435
Other Africa,2004,116.6340453531
Other Africa,2005,123.0456404696
Other Africa,2006,121.5762340762
Other Africa,2007,126.2759530165
Other Africa,2008,133.1066484234
Other Africa,2009,131.2914403652
Other Africa,2010,142.849927026
Other Africa,2011,138.3667896189
Other Africa,2012,147.78321234
Total Africa,1965,59.2014495334
Total Africa,1966,61.951343357
Total Africa,1967,63.112901441
Total Africa,1968,67.0248406171
Total Africa,1969,68.6890948179
Total Africa,1970,73.8518595112
Total Africa,1971,79.8330380515
Total Africa,1972,85.3038715064
Total Africa,1973,91.4300730332
Total Africa,1974,96.0611675853
Total Africa,1975,101.983829118
Total Africa,1976,111.4767045429
Total Africa,1977,117.1525891152
Total Africa,1978,121.329995661
Total Africa,1979,132.6542979961
Total Africa,1980,144.8467347115
Total Africa,1981,161.2320034876
Total Africa,1982,172.9221784718
Total Africa,1983,177.3043979682
Total Africa,1984,183.4825979514
Total Africa,1985,189.6186507957
Total Africa,1986,195.0276835551
Total Africa,1987,199.2911218259
Total Africa,1988,215.054677502
Total Africa,1989,215.8785729204
Total Africa,1990,222.1019691967
Total Africa,1991,221.6722733146
Total Africa,1992,221.8865220011
Total Africa,1993,224.9999781641
Total Africa,1994,234.2283577981
Total Africa,1995,244.7052628787
Total Africa,1996,254.1184112591
Total Africa,1997,260.0852431458
Total Africa,1998,265.7426026898
Total Africa,1999,269.753725743
Total Africa,2000,274.0050212937
Total Africa,2001,282.3411561475
Total Africa,2002,291.9411168839
Total Africa,2003,304.1261711362
Total Africa,2004,322.7476360261
Total Africa,2005,333.0978159278
Total Africa,2006,337.6676142418
Total Africa,2007,354.483942853
Total Africa,2008,373.1452852038
Total Africa,2009,371.8998009942
Total Africa,2010,385.6846815916
Total Africa,2011,383.9810188882
Total Africa,2012,403.3061037108
Australia,1965,34.6309212051
Australia,1966,36.3305551999
Australia,1967,38.6054674479
Australia,1968,40.9108506465
Australia,1969,42.4548387201
Australia,1970,46.3775065802
Australia,1971,48.6393630801
Australia,1972,50.8561629038
Australia,1973,54.5751609961
Australia,1974,58.3121126949
Australia,1975,59.4301653189
Australia,1976,61.7155915874
Australia,1977,64.8277089022
Australia,1978,65.9704065709
Australia,1979,68.5792937627
Australia,1980,69.4419879253
Australia,1981,70.7309612961
Australia,1982,69.6674845442
Australia,1983,68.8558256119
Australia,1984,71.822049284
Australia,1985,72.8226708664
Australia,1986,76.2752164927
Australia,1987,78.4644212894
Australia,1988,82.1410712403
Australia,1989,85.9905438164
Australia,1990,87.5215666197
Australia,1991,87.0666603878
Australia,1992,88.2939839149
Australia,1993,90.9595327558
Australia,1994,94.5825490144
Australia,1995,97.3975674677
Australia,1996,100.1935426477
Australia,1997,103.1074429707
Australia,1998,104.9587768226
Australia,1999,106.3556750436
Australia,2000,107.1111361512
Australia,2001,110.3623579979
Australia,2002,113.4734374819
Australia,2003,112.5936042372
Australia,2004,115.2169117934
Australia,2005,118.9703356223
Australia,2006,125.0717387944
Australia,2007,125.3670342385
Australia,2008,125.1947692477
Australia,2009,124.2717465114
Australia,2010,123.2203462631
Australia,2011,126.4793947303
Australia,2012,125.6984583684
Bangladesh,1965,0
Bangladesh,1966,0
Bangladesh,1967,0
Bangladesh,1968,0
Bangladesh,1969,0
Bangladesh,1970,0
Bangladesh,1971,0.0395981355
Bangladesh,1972,1.2845981355
Bangladesh,1973,1.6138970448
Bangladesh,1974,1.7469848396
Bangladesh,1975,1.9396559261
Bangladesh,1976,2.1947798796
Bangladesh,1977,2.2228822012
Bangladesh,1978,2.4194951803
Bangladesh,1979,2.7188234602
Bangladesh,1980,3.03691836
Bangladesh,1981,3.3334219125
Bangladesh,1982,3.4373418564
Bangladesh,1983,3.5057940897
Bangladesh,1984,4.1249687288
Bangladesh,1985,4.4662172693
Bangladesh,1986,4.815823777
Bangladesh,1987,5.351984206
Bangladesh,1988,5.9027356655
Bangladesh,1989,6.6051730552
Bangladesh,1990,6.674027153
Bangladesh,1991,6.7366185002
Bangladesh,1992,7.2491149477
Bangladesh,1993,7.7865752365
Bangladesh,1994,8.3556549758
Bangladesh,1995,9.8981743223
Bangladesh,1996,10.0482172693
Bangladesh,1997,10.6256917681
Bangladesh,1998,10.9817279269
Bangladesh,1999,10.9754871249
Bangladesh,2000,12.7452847674
Bangladesh,2001,14.1079196952
Bangladesh,2002,14.7844683353
Bangladesh,2003,15.7085143995
Bangladesh,2004,16.3564216232
Bangladesh,2005,17.4027757121
Bangladesh,2006,18.7078458082
Bangladesh,2007,19.2814355636
Bangladesh,2008,20.399848015
Bangladesh,2009,21.4185347603
Bangladesh,2010,23.1013628812
Bangladesh,2011,24.4306183337
Bangladesh,2012,26.3424097684
China,1965,131.37
China,1966,142.768
China,1967,128.4
China,1968,129.625
China,1969,157.809
China,1970,202.133
China,1971,239.68
China,1972,258.302
China,1973,272.51
China,1974,280.897
China,1975,314.648
China,1976,331.27
China,1977,361.317
China,1978,396.208
China,1979,407.726
China,1980,416.424
China,1981,410.352
China,1982,428.354
China,1983,455.899
China,1984,490.297
China,1985,530.377
China,1986,559.533
China,1987,600.652
China,1988,643.233
China,1989,671.408
China,1990,664.5659142427
China,1991,691.611242728
China,1992,721.4286271293
China,1993,769.9823405433
China,1994,817.1503216232
China,1995,886.5228703327
China,1996,915.8275688694
China,1997,932.4347273964
China,1998,918.2249779442
China,1999,951.6580925992
China,2000,980.2803090118
China,2001,1013.3436081525
China,2002,1073.7831155569
China,2003,1245.2522280227
China,2004,1466.7772830676
China,2005,1601.1531865809
China,2006,1764.6532131252
China,2007,1878.7365347468
China,2008,1969.8642627628
China,2009,2101.5107320701
China,2010,2337.9827017473
China,2011,2540.7672644587
China,2012,2735.1624027195
China Hong Kong SAR,1965,2.243
China Hong Kong SAR,1966,2.429
China Hong Kong SAR,1967,2.869
China Hong Kong SAR,1968,3.101
China Hong Kong SAR,1969,3.641
China Hong Kong SAR,1970,3.915
China Hong Kong SAR,1971,4.124
China Hong Kong SAR,1972,4.692
China Hong Kong SAR,1973,4.862
China Hong Kong SAR,1974,4.976
China Hong Kong SAR,1975,4.676
China Hong Kong SAR,1976,5.526
China Hong Kong SAR,1977,5.979
China Hong Kong SAR,1978,6.206
China Hong Kong SAR,1979,6.346
China Hong Kong SAR,1980,6.495
China Hong Kong SAR,1981,6.917
China Hong Kong SAR,1982,7.593
China Hong Kong SAR,1983,8.044
China Hong Kong SAR,1984,8.231
China Hong Kong SAR,1985,8.556
China Hong Kong SAR,1986,8.954
China Hong Kong SAR,1987,9.838
China Hong Kong SAR,1988,11.324
China Hong Kong SAR,1989,12.106
China Hong Kong SAR,1990,11.773
China Hong Kong SAR,1991,12.194
China Hong Kong SAR,1992,14.347
China Hong Kong SAR,1993,15.663
China Hong Kong SAR,1994,14.128
China Hong Kong SAR,1995,15.19934
China Hong Kong SAR,1996,15.38606
China Hong Kong SAR,1997,15.67967
China Hong Kong SAR,1998,15.9762
China Hong Kong SAR,1999,16.22221
China Hong Kong SAR,2000,16.14465
China Hong Kong SAR,2001,19.44358
China Hong Kong SAR,2002,20.8425
China Hong Kong SAR,2003,21.23383
China Hong Kong SAR,2004,24.33795785
China Hong Kong SAR,2005,22.902638505
China Hong Kong SAR,2006,24.6564375886
China Hong Kong SAR,2007,26.1512770849
China Hong Kong SAR,2008,24.4646116688
China Hong Kong SAR,2009,26.9620107173
China Hong Kong SAR,2010,27.7407617716
China Hong Kong SAR,2011,28.568631159
China Hong Kong SAR,2012,28.0674446405
India,1965,52.7296338028
India,1966,54.3453380282
India,1967,55.9960422535
India,1968,59.807211268
India,1969,66.287211268
India,1970,64.8385555009
India,1971,66.95622993
India,1972,70.533332042
India,1973,71.927532042
India,1974,76.31603838
India,1975,81.945317606
India,1976,85.923546831
India,1977,90.847023944
India,1978,94.168421831
India,1979,99.538126056
India,1980,102.503905282
India,1981,113.06184168
India,1982,112.66035312
India,1983,117.83422074
India,1984,125.7580798
India,1985,132.66304144
India,1986,142.21926429
India,1987,151.70541612
India,1988,164.54093446
India,1989,180.0663099
India,1990,180.7268309705
India,1991,190.734264826
India,1992,201.1397666621
India,1993,206.3764594144
India,1994,217.4386383692
India,1995,236.2310110973
India,1996,251.805568032
India,1997,261.0745019071
India,1998,272.6406522541
India,1999,280.8131337888
India,2000,295.8360641576
India,2001,297.4433143907
India,2002,310.7574021424
India,2003,320.8389132915
India,2004,345.1029494964
India,2005,366.7844114513
India,2006,389.9774378172
India,2007,420.115194872
India,2008,446.5097975941
India,2009,484.13691573
India,2010,511.6017588484
India,2011,534.81630983
India,2012,563.4903255614
Indonesia,1965,7.112
Indonesia,1966,7.048
Indonesia,1967,6.945
Indonesia,1968,7.391
Indonesia,1969,8.346
Indonesia,1970,8.939
Indonesia,1971,8.569
Indonesia,1972,9.069
Indonesia,1973,10.194
Indonesia,1974,10.945
Indonesia,1975,13.462
Indonesia,1976,14.171
Indonesia,1977,19.095
Indonesia,1978,21.154
Indonesia,1979,24.15
Indonesia,1980,25.808
Indonesia,1981,27.947
Indonesia,1982,28.371
Indonesia,1983,30.227
Indonesia,1984,33.087
Indonesia,1985,35.2
Indonesia,1986,38.289
Indonesia,1987,40.543
Indonesia,1988,42.784
Indonesia,1989,47.326
Indonesia,1990,52.4398398627
Indonesia,1991,56.7312540112
Indonesia,1992,61.5761124356
Indonesia,1993,64.3416928571
Indonesia,1994,69.6378616133
Indonesia,1995,75.5180748545
Indonesia,1996,79.720655402
Indonesia,1997,86.4826461683
Indonesia,1998,85.5081736137
Indonesia,1999,92.1265722607
Indonesia,2000,99.1311428456
Indonesia,2001,102.8283656375
Indonesia,2002,107.4733834668
Indonesia,2003,116.3903702452
Indonesia,2004,115.4017865801
Indonesia,2005,118.8052567625
Indonesia,2006,121.5018042028
Indonesia,2007,129.4429481
Indonesia,2008,123.2954333893
Indonesia,2009,133.561291002
Indonesia,2010,148.7331102223
Indonesia,2011,158.5792846928
Indonesia,2012,159.3798973322
Japan,1965,148.9595355931
Japan,1966,165.3425046839
Japan,1967,191.3276796398
Japan,1968,214.3189996832
Japan,1969,246.7702169073
Japan,1970,279.9233184595
Japan,1971,296.5481681676
Japan,1972,309.2597889759
Japan,1973,345.4859680952
Japan,1974,344.7898889442
Japan,1975,329.2934508757
Japan,1976,342.3715000679
Japan,1977,344.8312809884
Japan,1978,353.3588303842
Japan,1979,367.7858385301
Japan,1980,355.5881298819
Japan,1981,348.360401774
Japan,1982,337.6691669005
Japan,1983,342.8140534914
Japan,1984,368.821634249
Japan,1985,371.7039809024
Japan,1986,372.0854613296
Japan,1987,379.0354829615
Japan,1988,402.5287046658
Japan,1989,416.9478198398
Japan,1990,434.1316381328
Japan,1991,448.3106901632
Japan,1992,453.9855745891
Japan,1993,459.7335066817
Japan,1994,477.4660456295
Japan,1995,495.7585150896
Japan,1996,505.1682801792
Japan,1997,512.2773419566
Japan,1998,505.4917146567
Japan,1999,511.6637463274
Japan,2000,518.219735805
Japan,2001,516.305386116
Japan,2002,513.3000788159
Japan,2003,514.6085484264
Japan,2004,526.7632932143
Japan,2005,531.3715646742
Japan,2006,530.0674430304
Japan,2007,526.726482689
Japan,2008,520.6672462562
Japan,2009,477.9303437689
Japan,2010,506.7220329808
Japan,2011,481.0859433685
Japan,2012,478.1829535262
Malaysia,1965,2.147
Malaysia,1966,2.547
Malaysia,1967,2.597
Malaysia,1968,2.647
Malaysia,1969,2.78
Malaysia,1970,3.17
Malaysia,1971,3.537
Malaysia,1972,4.026
Malaysia,1973,4.553
Malaysia,1974,4.705
Malaysia,1975,5.285
Malaysia,1976,5.739
Malaysia,1977,6.557
Malaysia,1978,7.175
Malaysia,1979,8.536
Malaysia,1980,9.473
Malaysia,1981,10.102
Malaysia,1982,10.929
Malaysia,1983,12.755
Malaysia,1984,14.589
Malaysia,1985,16.35
Malaysia,1986,17.813
Malaysia,1987,17.813
Malaysia,1988,18.967
Malaysia,1989,21.812
Malaysia,1990,24.158
Malaysia,1991,26.9
Malaysia,1992,27.1468096789
Malaysia,1993,29.6303213766
Malaysia,1994,33.1324651757
Malaysia,1995,33.881178114
Malaysia,1996,38.5928683451
Malaysia,1997,38.5269054421
Malaysia,1998,38.3920678943
Malaysia,1999,39.3116581944
Malaysia,2000,47.6229586986
Malaysia,2001,49.6547655383
Malaysia,2002,53.0748493076
Malaysia,2003,55.7023578636
Malaysia,2004,55.6804405632
Malaysia,2005,61.3493361825
Malaysia,2006,65.8761109895
Malaysia,2007,69.6391483489
Malaysia,2008,70.9635139991
Malaysia,2009,70.6059771783
Malaysia,2010,76.1122076796
Malaysia,2011,74.8862113071
Malaysia,2012,76.3147923857
New Zealand,1965,6.9350187808
New Zealand,1966,7.3665078065
New Zealand,1967,7.426595918
New Zealand,1968,7.5850262027
New Zealand,1969,7.7212670046
New Zealand,1970,8.6410481513
New Zealand,1971,9.0262014753
New Zealand,1972,9.6714277504
New Zealand,1973,10.1002598995
New Zealand,1974,10.0031547798
New Zealand,1975,10.0663322773
New Zealand,1976,10.4568486612
New Zealand,1977,10.7506157204
New Zealand,1978,10.5610324479
New Zealand,1979,10.6504310139
New Zealand,1980,10.7841767736
New Zealand,1981,10.8147823743
New Zealand,1982,11.1997238914
New Zealand,1983,11.6890520655
New Zealand,1984,12.4024892127
New Zealand,1985,12.6272785177
New Zealand,1986,14.0665653257
New Zealand,1987,14.0436960112
New Zealand,1988,14.7191249226
New Zealand,1989,14.9910140778
New Zealand,1990,15.8413367539
New Zealand,1991,16.0732839962
New Zealand,1992,16.2636836443
New Zealand,1993,16.7223813596
New Zealand,1994,17.3236515729
New Zealand,1995,17.7238833884
New Zealand,1996,17.8851063547
New Zealand,1997,17.7424522429
New Zealand,1998,17.7697432084
New Zealand,1999,18.0072364044
New Zealand,2000,18.7426382791
New Zealand,2001,18.5640316753
New Zealand,2002,19.3310087886
New Zealand,2003,18.7071483068
New Zealand,2004,19.4558649558
New Zealand,2005,18.7796142834
New Zealand,2006,19.0151932753
New Zealand,2007,19.0269576578
New Zealand,2008,19.1120587467
New Zealand,2009,19.1245328098
New Zealand,2010,19.7106493611
New Zealand,2011,19.4870146418
New Zealand,2012,19.6489138159
Pakistan,1965,7.245
Pakistan,1966,7.338
Pakistan,1967,8.141
Pakistan,1968,9.23
Pakistan,1969,9.389
Pakistan,1970,9.302
Pakistan,1971,9.023
Pakistan,1972,7.993
Pakistan,1973,8.569
Pakistan,1974,9.19
Pakistan,1975,9.933
Pakistan,1976,10.078
Pakistan,1977,10.902
Pakistan,1978,11.652
Pakistan,1979,12.727
Pakistan,1980,14.268
Pakistan,1981,15.372
Pakistan,1982,16.976
Pakistan,1983,17.994
Pakistan,1984,18.999
Pakistan,1985,19.962
Pakistan,1986,21.181
Pakistan,1987,23.514
Pakistan,1988,24.973
Pakistan,1989,26.482
Pakistan,1990,27.77
Pakistan,1991,29.526
Pakistan,1992,30.81
Pakistan,1993,34.214
Pakistan,1994,35.411
Pakistan,1995,37.268
Pakistan,1996,39.732
Pakistan,1997,38.59
Pakistan,1998,41.218
Pakistan,1999,43.449
Pakistan,2000,44.325
Pakistan,2001,45.494
Pakistan,2002,47.41
Pakistan,2003,52.36
Pakistan,2004,56.7961665
Pakistan,2005,58.8883908478
Pakistan,2006,61.7896341131
Pakistan,2007,65.2305614144
Pakistan,2008,64.8992085771
Pakistan,2009,67.0208189972
Pakistan,2010,67.9533912094
Pakistan,2011,68.1424157593
Pakistan,2012,69.2978274033
Philippines,1965,4.363
Philippines,1966,4.752
Philippines,1967,5.409
Philippines,1968,6.056
Philippines,1969,6.498
Philippines,1970,7.551
Philippines,1971,8.726
Philippines,1972,8.507
Philippines,1973,10.034
Philippines,1974,9.507
Philippines,1975,10.242
Philippines,1976,10.614
Philippines,1977,11.4622262751
Philippines,1978,11.9966788252
Philippines,1979,12.4831236367
Philippines,1980,12.2646985564
Philippines,1981,12.0136186813
Philippines,1982,11.6754126352
Philippines,1983,12.4116502693
Philippines,1984,11.4473563832
Philippines,1985,11.0275548264
Philippines,1986,11.148728832
Philippines,1987,12.3552090329
Philippines,1988,13.5715085758
Philippines,1989,14.7382173598
Philippines,1990,15.1215388967
Philippines,1991,14.8583398199
Philippines,1992,17.0790437616
Philippines,1993,17.8093573336
Philippines,1994,18.9460852667
Philippines,1995,21.0351859138
Philippines,1996,22.6237455888
Philippines,1997,24.2755198506
Philippines,1998,24.955171639
Philippines,1999,25.0778867135
Philippines,2000,25.1919738099
Philippines,2001,25.0883940107
Philippines,2002,25.7848562334
Philippines,2003,26.5493510621
Philippines,2004,27.4124919813
Philippines,2005,27.6060152764
Philippines,2006,25.946284019
Philippines,2007,27.2575454754
Philippines,2008,27.0943191595
Philippines,2009,27.5235850371
Philippines,2010,27.8703094882
Philippines,2011,28.7852971111
Philippines,2012,30.2153328807
Singapore,1965,3.833
Singapore,1966,4.477
Singapore,1967,5.613
Singapore,1968,7.011
Singapore,1969,6.881
Singapore,1970,7.527
Singapore,1971,6.625
Singapore,1972,8.255
Singapore,1973,7.715
Singapore,1974,7.608
Singapore,1975,7.412
Singapore,1976,8.717
Singapore,1977,8.692
Singapore,1978,8.905
Singapore,1979,9.592
Singapore,1980,9.509
Singapore,1981,10.926
Singapore,1982,10.658
Singapore,1983,11.249
Singapore,1984,11.901
Singapore,1985,12.041
Singapore,1986,14.174
Singapore,1987,14.745
Singapore,1988,17.086
Singapore,1989,19.514
Singapore,1990,23.3628913265
Singapore,1991,23.8599102941
Singapore,1992,25.7184102941
Singapore,1993,28.1032102941
Singapore,1994,32.1135102941
Singapore,1995,34.4291102941
Singapore,1996,34.8106102941
Singapore,1997,36.6089102941
Singapore,1998,36.9862102941
Singapore,1999,36.6938102941
Singapore,2000,37.7072602941
Singapore,2001,41.0244565923
Singapore,2002,41.5917491706
Singapore,2003,39.3603515924
Singapore,2004,44.2007182935
Singapore,2005,49.6132973631
Singapore,2006,53.0795051899
Singapore,2007,58.528022376
Singapore,2008,61.3367481861
Singapore,2009,64.7980833351
Singapore,2010,70.7714036955
Singapore,2011,73.9386305235
Singapore,2012,73.9613484179
South Korea,1965,6.4
South Korea,1966,7.758
South Korea,1967,8.907
South Korea,1968,10.203
South Korea,1969,12.307
South Korea,1970,14.285
South Korea,1971,15.45
South Korea,1972,16.018
South Korea,1973,19.821
South Korea,1974,20.587
South Korea,1975,22.611
South Korea,1976,25.311
South Korea,1977,29.094
South Korea,1978,32.5
South Korea,1979,37.449
South Korea,1980,38.559
South Korea,1981,40.384
South Korea,1982,40.44
South Korea,1983,43.847
South Korea,1984,47.847
South Korea,1985,52.721
South Korea,1986,59.0622
South Korea,1987,65.4086
South Korea,1988,73.1352
South Korea,1989,79.57
South Korea,1990,90.0407
South Korea,1991,101.1091366525
South Korea,1992,113.5457553654
South Korea,1993,124.4566137897
South Korea,1994,134.3593203075
South Korea,1995,147.1101332701
South Korea,1996,162.0013252354
South Korea,1997,177.5259126602
South Korea,1998,163.7301693241
South Korea,1999,178.3783028326
South Korea,2000,189.4245108155
South Korea,2001,193.8705674779
South Korea,2002,202.9687207666
South Korea,2003,209.7739690619
South Korea,2004,213.8471694778
South Korea,2005,220.8447737647
South Korea,2006,222.8774936775
South Korea,2007,231.9027170699
South Korea,2008,236.4296037074
South Korea,2009,237.3930265383
South Korea,2010,254.6405217741
South Korea,2011,267.8219987163
South Korea,2012,271.1421840973
Taiwan,1965,6.186
Taiwan,1966,6.627
Taiwan,1967,7.175
Taiwan,1968,8.285
Taiwan,1969,8.588
Taiwan,1970,9.2850577505
Taiwan,1971,11.650212534
Taiwan,1972,12.4508661065
Taiwan,1973,14.518810778
Taiwan,1974,13.96516924
Taiwan,1975,15.325975174
Taiwan,1976,18.40189146
Taiwan,1977,20.35456291
Taiwan,1978,23.82899153
Taiwan,1979,25.33064073
Taiwan,1980,27.70658885
Taiwan,1981,26.48008309
Taiwan,1982,26.77387161
Taiwan,1983,29.48986697
Taiwan,1984,31.4646089895
Taiwan,1985,34.9106742651
Taiwan,1986,37.8998157668
Taiwan,1987,40.9793302882
Taiwan,1988,44.9187794621
Taiwan,1989,47.4134453692
Taiwan,1990,49.6610080816
Taiwan,1991,52.7423565845
Taiwan,1992,55.9390037744
Taiwan,1993,59.4411769333
Taiwan,1994,62.6820098395
Taiwan,1995,66.1615720993
Taiwan,1996,69.0908985372
Taiwan,1997,73.1024421071
Taiwan,1998,77.4747540475
Taiwan,1999,81.1710285627
Taiwan,2000,87.0696544474
Taiwan,2001,90.4442319339
Taiwan,2002,94.4996978583
Taiwan,2003,98.8960262108
Taiwan,2004,104.2004293507
Taiwan,2005,106.4549979798
Taiwan,2006,107.9826765341
Taiwan,2007,112.8857112353
Taiwan,2008,106.832747492
Taiwan,2009,104.3758863577
Taiwan,2010,110.5961832845
Taiwan,2011,109.7846931112
Taiwan,2012,109.4078013156
Thailand,1965,2.593
Thailand,1966,3.072
Thailand,1967,3.533
Thailand,1968,4.478
Thailand,1969,4.733
Thailand,1970,5.651
Thailand,1971,6.31
Thailand,1972,7.704
Thailand,1973,8.162
Thailand,1974,8.466
Thailand,1975,9.06
Thailand,1976,9.579
Thailand,1977,10.559
Thailand,1978,11.571
Thailand,1979,12.156
Thailand,1980,12.265
Thailand,1981,12.394
Thailand,1982,12.629
Thailand,1983,13.788
Thailand,1984,15.481
Thailand,1985,16.24
Thailand,1986,17.4607298288
Thailand,1987,20.338719675
Thailand,1988,23.235180086
Thailand,1989,26.4455073453
Thailand,1990,30.680556481
Thailand,1991,34.6194262605
Thailand,1992,37.4938452863
Thailand,1993,42.3133988358
Thailand,1994,47.32509193
Thailand,1995,52.7806821849
Thailand,1996,59.1215234072
Thailand,1997,61.6619445357
Thailand,1998,58.1659245178
Thailand,1999,62.0403677305
Thailand,2000,63.6600731109
Thailand,2001,65.953691047
Thailand,2002,72.1099335751
Thailand,2003,77.0608601482
Thailand,2004,82.4210387035
Thailand,2005,86.5000616668
Thailand,2006,88.9211392501
Thailand,2007,92.6502515247
Thailand,2008,95.4677508694
Thailand,2009,99.3436155717
Thailand,2010,104.9601950565
Thailand,2011,111.1401912068
Thailand,2012,117.601600603
Vietnam,1965,4.9636136732
Vietnam,1966,6.886992101
Vietnam,1967,8.7195732555
Vietnam,1968,9.2203979435
Vietnam,1969,10.5025060654
Vietnam,1970,11.0148870545
Vietnam,1971,10.5375273301
Vietnam,1972,10.9725324221
Vietnam,1973,11.7699508012
Vietnam,1974,10.1520063566
Vietnam,1975,10.2153778716
Vietnam,1976,8.1315275772
Vietnam,1977,8.1422479821
Vietnam,1978,8.4847727398
Vietnam,1979,8.6726578062
Vietnam,1980,9.6625935514
Vietnam,1981,9.4741411835
Vietnam,1982,9.608742426
Vietnam,1983,10.2068681986
Vietnam,1984,10.1169800392
Vietnam,1985,10.0709679042
Vietnam,1986,10.1824554734
Vietnam,1987,10.2404981011
